[7l----total-cpu-usage---- ------memory-usage----- -net/total- -dsk/total-
usr sys idl wai hiq siq| used  buff  cach  free| recv  send| read  writ
 17   6  77   0   0   1| 741M 46.3M 1731M 59.7M|   0     0 |   0     0 
 12  10  73   4   0   0| 741M 46.3M 1735M 56.0M|   0    52B|   0    12k
  7   6  88   0   0   0| 741M 46.3M 1735M 56.0M|   0     0 |   0    12k
  5   6  87   3   0   0| 741M 46.3M 1735M 55.6M|   0    52B|   0    36k
  8   3  89   0   0   0| 741M 46.3M 1735M 55.9M|   0     0 |   0     0 
  4   3  93   0   0   0| 741M 46.3M 1735M 56.0M|   0    52B|   0     0 
  3   3  91   4   0   0| 741M 46.3M 1735M 56.1M|   0     0 |   0    64k
  5   2  93   0   0   0| 741M 46.3M 1735M 56.1M|   0    52B|   0     0 
  5   2  89   4   0   0| 741M 46.3M 1735M 56.1M|   0     0 |   0     0 
  4   3  91   2   0   0| 741M 46.3M 1735M 56.1M|   0    52B|   0    76k
  5   3  93   0   0   0| 741M 46.3M 1735M 56.1M|   0     0 |   0     0 
  7   2  87   4   0   0| 741M 46.3M 1735M 56.1M|   0    52B|   0     0 
  7   4  87   2   0   0| 740M 46.3M 1735M 56.1M|   0     0 |  56k    0 
  5   4  89   2   0   0| 741M 46.3M 1735M 56.0M|   0    52B|   0     0 
