[7l----total-cpu-usage---- ------memory-usage----- -net/total- -dsk/total-
usr sys idl wai hiq siq| used  buff  cach  free| recv  send| read  writ
  6   3  88   3   0   0| 740M 37.5M 1737M 62.3M|   0     0 |   0     0 
  5   4  91   0   0   0| 740M 37.5M 1737M 62.3M|   0     0 |   0     0 
  6   4  84   7   0   0| 739M 37.5M 1740M 60.1M|   0     0 |   0   112k
  8   5  87   0   0   0| 739M 37.5M 1740M 60.1M|   0     0 |   0     0 
  6   3  92   0   0   0| 739M 37.5M 1739M 60.5M|   0     0 |   0     0 
  9  12  76   4   0   0| 739M 37.5M 1739M 60.2M|   0     0 |   0    36k
  8  11  81   0   0   0| 739M 37.5M 1739M 60.2M|   0     0 |   0    36k
  7   6  84   4   0   0| 740M 37.5M 1739M 59.8M|   0     0 |   0     0 
  6   4  90   1   0   0| 740M 37.5M 1739M 59.9M|   0     0 |   0    52k
  5   5  90   0   0   0| 740M 37.5M 1739M 59.9M|   0     0 |   0     0 
  8   6  82   4   0   0| 740M 37.5M 1739M 59.9M|   0     0 |   0     0 
 10   5  85   0   0   0| 739M 37.5M 1739M 60.3M|   0     0 |   0     0 
  8   4  84   4   0   0| 740M 37.5M 1742M 57.1M|   0     0 |   0     0 
  5   2  93   1   0   0| 740M 37.5M 1742M 57.1M|   0     0 |   0   500k
