[7l----total-cpu-usage---- ------memory-usage----- -net/total- -dsk/total-
usr sys idl wai hiq siq| used  buff  cach  free| recv  send| read  writ
  3   1  92   4   0   0| 534M  101M  958M  985M|   0     0 |   0     0 
  4   1  94   2   0   0| 534M  101M  958M  985M|   0    52B|   0    40k
  4   2  90   5   0   0| 534M  101M  958M  985M|   0     0 |   0  4096B
  3   2  95   0   0   0| 534M  101M  958M  985M|   0    52B|   0     0 
  4   1  94   2   0   0| 534M  101M  958M  985M|   0     0 |   0     0 
  3   3  90   4   0   0| 534M  101M  958M  985M|   0    52B|   0     0 
  3   2  96   0   0   0| 534M  101M  958M  985M|   0     0 |   0    16k
  4   1  89   5   0   0| 534M  101M  958M  985M|   0    52B|   0    16k
  3   2  95   1   0   0| 534M  101M  958M  985M|   0     0 |   0     0 
  5   1  94   0   0   0| 534M  101M  958M  985M| 112B  248B|   0     0 
  3   2  92   3   0   1| 534M  101M  958M  985M| 224B    0 |   0     0 
  4   2  95   0   0   0| 534M  101M  958M  985M| 112B   52B|   0    20k
  3   1  96   0   0   0| 534M  101M  958M  985M| 112B    0 |   0     0 
  4   1  88   7   0   1| 534M  101M  958M  985M| 112B   52B|   0    16k
  3   1  96   0   0   0| 534M  101M  958M  985M| 258B   84B|   0     0 
  4   1  91   4   0   0| 534M  101M  958M  985M| 112B   52B|   0     0 
  4   1  95   0   0   0| 534M  101M  958M  985M|  90B    0 |   0    16k
  4   1  95   0   0   0| 534M  101M  958M  985M|  90B   52B|   0     0 
  3   2  92   4   0   0| 534M  101M  958M  985M| 180B    0 |   0     0 
  4   1  93   3   0   0| 534M  101M  958M  985M|   0    52B|   0    76k
  5   3  88   4   0   1| 534M  101M  946M  997M|   0     0 |   0     0 
  4   2  95   0   0   1| 534M  101M  946M  997M|   0    52B|   0     0 
  3   2  95   0   0   0| 534M  101M  946M  997M|   0     0 |   0     0 
  4   1  91   5   0   0| 534M  101M  946M  997M|   0    52B|   0     0 
  5   2  80  13   0   0| 534M  101M  954M  989M|   0     0 |   0  7964k
  4   2  90   4   0   0| 534M  101M  954M  989M|   0    52B|   0     0 
  3   2  95   0   0   0| 534M  101M  954M  989M|   0     0 |   0     0 
  4   3  93   0   0   0| 534M  101M  954M  988M|   0    52B|   0     0 
  4   2  92   3   0   0| 534M  101M  954M  988M|   0     0 |   0     0 
  4   1  94   2   0   0| 535M  101M  954M  988M|   0    52B|   0   220k
  3   2  93   2   0   0| 534M  101M  954M  988M|   0     0 |   0  4096B
  4   1  93   3   0   0| 534M  101M  954M  988M|   0    52B|   0     0 
  4   1  95   0   0   0| 534M  101M  954M  988M|   0     0 |   0     0 
  3   3  91   4   0   0| 534M  101M  954M  988M|   0    52B|   0     0 
  4   5  91   0   0   1| 534M  101M  954M  988M|   0     0 |   0    16k
  4   1  92   3   0   1| 534M  101M  954M  988M|   0    52B|   0    16k
  3   2  92   4   0   0| 534M  101M  954M  988M|   0     0 |   0     0 
  3   2  96   0   0   0| 534M  101M  954M  988M|   0    52B|   0     0 
  4   1  92   4   0   0| 534M  101M  954M  988M|   0     0 |   0     0 
  4   2  95   0   0   0| 534M  101M  954M  988M|   0    52B|   0    48k
  4   1  95   0   0   0| 534M  101M  954M  988M|   0     0 |   0     0 
  4   1  89   7   0   0| 534M  101M  954M  988M|   0    52B|   0    16k
  3   2  95   0   0   0| 534M  101M  954M  988M|   0     0 |   0     0 
  4   1  92   4   0   0| 534M  101M  954M  988M|   0    52B|   0     0 
  3   2  91   4   0   0| 534M  101M  954M  988M|   0     0 |   0    60k
  3   2  94   1   0   0| 534M  101M  954M  988M|   0    52B|   0     0 
  4   2  91   4   0   0| 534M  101M  954M  988M|   0     0 |   0     0 
  4   2  94   0   0   0| 534M  101M  954M  988M|   0    52B|   0     0 
  4   2  91   4   0   1| 534M  101M  954M  988M|   0     0 |   0    40k
  3   2  93   3   0   0| 534M  101M  954M  988M|   0    52B|   0    16k
  4   2  94   1   0   0| 534M  101M  954M  988M|   0     0 |   0     0 
  3   2  91   4   0   0| 534M  101M  954M  988M|   0    52B|   0     0 
  4   3  93   0   0   1| 534M  101M  954M  988M|   0     0 |   0     0 
  4   2  95   0   0   0| 534M  101M  954M  988M|   0    52B|   0    52k
  4   2  94   1   0   0| 534M  101M  962M  981M|   0     0 |   0     0 
  4   1  93   3   0   0| 534M  101M  962M  981M|   0    52B|   0    16k
  4   1  91   4   0   0| 534M  101M  962M  981M|   0     0 |   0     0 
  4   1  95   0   0   0| 534M  101M  962M  981M|   0    52B|   0     0 
  4   2  87   7   0   0| 534M  101M  962M  981M|   0     0 |   0  7992k
  3   2  92   3   0   0| 534M  101M  962M  981M|   0    52B|   0     0 
  4   2  95   0   0   0| 534M  101M  962M  981M|   0     0 |   0     0 
  4   2  90   4   0   0| 534M  101M  962M  981M|   0    52B|   0     0 
  5   2  92   0   0   1| 534M  101M  962M  981M|   0     0 |   0     0 
  5   2  92   2   0   0| 534M  101M  962M  981M|   0    52B|   0    24k
  4   1  90   5   0   0| 534M  101M  962M  981M|   0     0 |   0  4096B
  5   2  93   0   0   0| 534M  101M  962M  981M|   0    52B|   0     0 
  4   2  91   4   0   0| 534M  101M  962M  981M|   0     0 |   0     0 
  3   3  95   0   0   0| 534M  101M  962M  981M|   0    52B|   0     0 
  2   3  95   0   0   1| 534M  101M  962M  981M|   0     0 |   0    16k
  4   1  89   7   0   0| 534M  101M  962M  981M|   0    52B|   0    16k
  4   1  95   0   0   0| 534M  101M  962M  981M|   0     0 |   0     0 
  3   2  92   3   0   0| 534M  101M  962M  981M|   0    52B|   0     0 
  3   2  94   1   0   0| 534M  101M  962M  981M|   0     0 |   0     0 
  3   2  95   0   0   0| 534M  101M  962M  981M|   0    52B|   0    12k
  4   2  95   1   0   0| 534M  101M  962M  980M|   0     0 |   0     0 
  3   3  92   3   0   0| 534M  101M  962M  980M|   0    52B|   0    16k
  4   1  91   4   0   0| 534M  101M  962M  980M|   0     0 |   0     0 
  4   2  94   0   0   0| 534M  101M  962M  980M|   0    52B|   0     0 
  4   2  94   0   0   0| 534M  101M  962M  980M|   0     0 |   0    12k
  4   2  91   4   0   0| 534M  101M  962M  980M|   0    52B|   0     0 
  5   2  93   0   0   1| 534M  101M  962M  980M|   0     0 |   0     0 
  5   2  87   7   0   0| 534M  101M  962M  980M|   0    52B|   0    16k
  4   1  95   0   0   0| 534M  101M  962M  980M|   0     0 |   0     0 
  4   3  92   1   0   1| 534M  101M  962M  980M|   0    52B|   0    72k
  3   2  91   4   0   0| 534M  101M  970M  973M|   0     0 |   0     0 
  3   2  94   0   0   0| 534M  101M  970M  973M|   0    52B|   0     0 
  4   0  91   4   0   0| 534M  101M  970M  973M|   0     0 |   0     0 
  4   2  93   2   0   0| 535M  101M  970M  972M|   0    52B|   0    16k
  3   2  88   8   0   0| 535M  101M  970M  972M|   0     0 |   0  8000k
  4   2  90   5   0   0| 535M  101M  970M  972M|   0    52B|   0     0 
  4   2  95   1   0   0| 535M  101M  970M  972M|   0     0 |   0     0 
  4   1  91   3   0   1| 535M  101M  970M  972M|   0    52B|   0     0 
  3   2  95   0   0   0| 535M  101M  970M  972M|   0     0 |   0     0 
  3   3  92   3   0   0| 535M  101M  970M  972M|   0    52B|   0    28k
  4   2  92   3   0   0| 535M  101M  970M  972M|   0     0 |   0     0 
  4   2  94   0   0   1| 535M  101M  970M  972M|   0    52B|   0     0 
  4   1  95   0   0   0| 535M  101M  970M  972M|   0     0 |   0     0 
  3   5  87   4   1   1| 535M  101M  970M  972M|   0    52B|   0     0 
  4   2  95   0   0   0| 535M  101M  970M  972M|   0     0 |   0    12k
  3   1  90   6   0   0| 535M  101M  970M  972M|   0    52B|   0    16k
  4   1  95   0   0   1| 535M  101M  970M  972M|   0     0 |   0     0 
  4   2  95   0   0   0| 535M  101M  970M  972M|   0    52B|   0     0 
  4   1  91   4   0   0| 535M  101M  970M  972M|   0     0 |   0     0 
  4   2  95   0   0   0| 535M  101M  970M  972M|   0    52B|   0    12k
  3   1  92   4   0   0| 535M  101M  970M  972M|   0     0 |   0     0 
  4   2  92   3   0   0| 535M  101M  970M  972M|   0    52B|   0    16k
  4   2  95   0   0   0| 535M  101M  970M  972M|   0     0 |   0     0 
  4   1  92   4   0   0| 535M  101M  970M  972M|   0    52B|   0     0 
  3   2  95   0   0   0| 535M  101M  970M  972M|   0     0 |   0    12k
  4   2  90   4   0   0| 535M  101M  970M  972M|   0    52B|   0     0 
  4   2  93   0   0   1| 535M  101M  970M  972M|   0     0 |   0     0 
  3   3  91   3   0   0| 535M  101M  970M  972M|   0    52B|   0    16k
  3   2  93   3   0   0| 535M  101M  970M  972M|   0     0 |   0     0 
  4   1  95   0   0   0| 535M  101M  970M  972M|   0    52B|   0    16k
  4   2  91   3   0   0| 535M  101M  977M  964M|   0     0 |   0     0 
  3   2  94   1   0   0| 535M  101M  977M  964M|   0    52B|   0     0 
  4   3  93   0   0   0| 535M  101M  977M  964M|   0     0 |   0     0 
  5   1  92   3   0   0| 535M  101M  977M  964M|   0    52B|   0    16k
  4   2  86   8   0   0| 535M  101M  977M  964M|   0     0 |   0  8012k
  3   2  91   4   0   1| 535M  101M  977M  964M|   0    52B|   0     0 
  3   2  95   0   0   0| 535M  101M  977M  964M|   0     0 |   0     0 
  4   2  95   0   0   0| 535M  101M  977M  964M|   0    52B|   0     0 
  5   2  90   4   0   0| 535M  101M  977M  964M|   0     0 |   0     0 
  3   2  94   2   0   0| 535M  101M  977M  964M|   0    52B|   0    24k
  4   1  90   5   0   0| 535M  101M  978M  964M|   0     0 |   0  4096B
  3   2  95   0   0   0| 535M  101M  978M  964M|   0    52B|   0     0 
  3   2  95   0   0   0| 535M  101M  978M  964M|   0     0 |   0     0 
  4   2  90   4   0   0| 535M  101M  978M  964M|   0    52B|   0     0 
  4   3  93   0   0   0| 535M  101M  978M  964M|   0     0 |   0    12k
  4   2  88   6   0   0| 535M  101M  978M  964M|   0    52B|   0    16k
  3   2  95   0   0   1| 535M  101M  978M  964M|   0     0 |   0     0 
  3   3  95   0   0   0| 535M  101M  978M  964M|   0    52B|   0     0 
  4   1  92   3   0   0| 535M  101M  978M  964M|   0     0 |   0     0 
  3   2  95   0   0   0| 535M  101M  978M  964M|   0    52B|   0    12k
  4   1  92   4   0   0| 535M  101M  978M  964M|   0     0 |   0     0 
  3   2  92   3   0   0| 535M  101M  978M  964M|   0    52B|   0    16k
  4   1  95   0   0   0| 535M  101M  978M  964M|   0     0 |   0     0 
  4   3  89   4   0   0| 535M  101M  993M  949M|   0    52B|  16k    0 
  5   1  94   1   0   0| 535M  101M  993M  949M|   0     0 |4096B   88k
  5   3  93   0   0   0| 535M  101M  993M  949M|   0    52B|   0     0 
  5   3  86   6   0   0| 535M  101M  993M  949M|   0     0 |   0     0 
  7   3  88   3   0   0| 535M  101M 1002M  939M| 146B  282B| 564k   16k
  5   3  89   4   0   0| 535M  101M 1002M  939M|   0     0 |   0     0 
  4   2  95   0   0   0| 535M  101M 1002M  939M|   0    52B|   0     0 
  5   3  93   0   0   0| 535M  101M 1002M  939M|   0     0 |   0     0 
  4   3  89   4   0   0| 535M  101M 1002M  939M|   0    52B|   0     0 
  4   3  92   2   0   1| 535M  101M 1002M  939M| 320B  446B|   0   360k
  4   2  90   4   0   0| 535M  101M 1002M  939M|   0    52B|   0     0 
  9   6  85   0   0   1| 535M  101M 1002M  939M|   0     0 |   0     0 
 11   7  82   0   0   0| 535M  101M 1002M  939M|   0    52B|   0     0 
 14   6  76   3   0   1| 535M  101M 1002M  939M|   0     0 |   0     0 
  8   6  76   9   0   1| 535M  101M 1002M  939M| 292B  456B|   0   128k
 13   6  78   3   0   1| 535M  101M 1002M  939M|   0     0 |   0     0 
 15   8  77   0   0   0| 535M  101M 1012M  929M|   0    52B|   0     0 
